IMO/LR/IHS No.,MMSI,Name of Ship,Built,Deadweight,Length,GT,Total HP Main Eng
7404114,366888830,KAHU,1976-02,0,36.610,421,"4,860"
9253583,366919770,LYNN MARIE,2001-05,0,29.870,396,"6,400"
8987917,366926740,TIM QUIGG,2004-04,4,24.370,257,"3,600"
7511993,366932130,BARBARA FOSS,1976-00,0,38.700,198,"4,300"
7626217,366932980,DREW FOSS,1977-03,0,38.410,424,"3,000"
8938954,366934770,NOAH'S ARK,1995-00,0,22.370,112,
7644271,366938510,KLIHYAM,2004-03,0,36.043,485,"4,300"
8967656,366970020,MENDOCINO,2001-09,50,43.010,473,"7,180"
8661654,366978690,EAGLE,1979-01,311,32.309,311,"3,344"
9219575,366978720,MILLENNIUM FALCON,2000-04,0,32.900,362,"4,400"
7932355,366979370,EDITH FOSS,1980-09,0,23.170,106,"1,700"
7531840,366982330,POINT VICENTE,1976-10,256,32.030,151,"3,000"
8127567,366982340,BRYNN FOSS,1982-11,0,30.480,320,"4,700"
7717626,366998510,LIBERTY,1978-01,570,29.850,261,"3,302"
8841826,367001790,RICHARD BRUSCO,1966-00,0,34.060,305,"4,300"
7618155,367001830,TERRI L. BRUSCO,1965-00,0,21.950,108,"1,192"
7200867,367002190,JACK BRUSCO,1966-00,0,37.060,347,"2,874"
7530078,367007870,HENRY SAUSE,1977-01,0,30.280,358,"2,876"
7402726,367007880,JOSEPH SAUSE,1975-07,0,30.280,358,"2,876"
7035315,367008020,ARTHUR BRUSCO,1966-00,0,32.010,199,"2,460"
7409578,367008760,NAVAJO,1975-03,0,41.430,583,"5,752"
7641384,367008820,PACIFIC WARRIOR,1974-00,0,30.210,387,"3,000"
7367158,367010000,POLAR KING,1974-02,0,38.410,421,"4,860"
8933100,367019310,QUIN DELTA,1979-00,0,33.530,116,720
7129817,367027570,CHINOOK,1971-00,0,40.620,614,"3,900"
6728018,367058210,ISLAND SCOUT,1967-03,0,32.310,273,"2,002"
7942685,367058903,PACIFIC STORM,1979-00,0,22.740,153,519
7417379,367069240,C. F. CAMPBELL,1975-09,0,32.190,334,"4,462"
8628195,367098550,HEIDI L BRUSCO,1968-00,719,35.790,367,"3,000"
8982541,367104070,PATRICK,1979-00,0,31.720,164,
7829778,367105510,NORMAN O,1954-00,0,30.910,147,
9089231,367119940,NOELANI,1966-05,0,33.220,242,"2,000"
7333195,367122000,OCEAN STARR,1965-10,215,52.130,828,920
9310109,367125000,LIBERTY,2006-06,"19,628",199.990,"61,321","19,463"
7511503,367133160,TECUMSEH,1980-01,0,37.340,466,"3,488"
9415583,367153070,MIKIONA,2006-12,0,39.110,496,"7,396"
9369239,367175860,INDEPENDENCE,2007-03,0,23.800,144,"5,080"
9383792,367189890,ADELE ELISE,2007-09,"1,962",67.060,"1,201","4,202"
8822454,367218000,YUKON,1994-03,"27,813",206.510,"25,742","32,002"
7210783,367302540,SCORPIUS,1967-01,0,35.920,382,"5,752"
9415595,367304990,COCHISE,2007-08,0,39.100,496,"3,750"
7826908,367309280,NOKEA,1975-04,0,31.090,183,"2,498"
7114288,367309330,SHIRLEY C,1970-11,0,36.580,347,"3,000"
6418625,367347000,WENDY SEAA,1964-11,0,36.580,277,659
7200128,367349430,PACIFIC FALCON,1967-00,0,36.960,402,"4,256"
9408126,367353080,EMPIRE STATE,2010-07,"48,635",183.000,"29,527","11,665"
7207798,367365440,SEA SCOUT SHIP CHASER,1958-00,0,25.550,95,"1,000"
9550747,367380880,GEMINI,2008-12,0,36.000,317,"2,856"
9552288,367384780,CAROLYN DOROTHY,2009-01,0,23.800,144,"3,600"
9202352,367395280,CLEAN OCEAN,1999-04,750,44.348,423,"1,352"
9194153,367396670,Z-THREE,1999-02,0,28.700,256,"4,000"
8666501,367416420,FREEDOM,2009-00,0,26.210,180,"5,220"
8749884,367431620,MOUNT ST. ELIAS,2009-11,274,30.490,327,"4,462"
9612105,367464170,DELTA LINDSEY,2010-09,0,30.480,414,"4,058"
7600378,367488370,RACHEL,1976-09,0,31.600,344,"3,100"
7611949,367497650,DELTA PACER,1976-08,0,36.120,320,"4,462"
9581227,367507790,HARVEY SUPPORTER,2011-12,"5,487",89.025,"3,912","9,924"
9264427,367508680,CROSBY INTEGRITY,2002-01,0,30.500,321,"2,562"
9581277,367518570,HARVEY INTERVENTION,2012-04,"4,764",89.000,"4,381","9,924"
8855994,367531260,SOUTHEAST,1986-00,0,20.116,107,
9437335,367535950,OCEAN GIANT,2012-02,"17,590",166.190,"15,549","13,324"
9694311,367569830,ROBERT FRANCO,2013-04,313,31.620,414,"4,058"
9218686,367578740,PRESIDENT WILSON,2002-01,"67,987",277.000,"65,792","74,639"
9698824,367578770,HAWAII,2013-08,650,36.580,497,"5,432"
7437214,367579000,WESTERN RANGER,1968-00,0,31.880,328,"1,700"
9694323,367581220,AHBRA FRANCO,2013-08,302,31.623,414,
9730646,367611520,WASHINGTON,2014-05,650,36.580,497,"5,432"
6605254,367613020,WYCLIFFE,1965-00,0,37.040,336,"2,400"
9765720,367625810,VETERAN,2014-08,322,31.620,414,"4,058"
7501065,367639830,PACIFIC FREEDOM,1976-02,0,30.330,358,"2,850"
9767924,367646810,EMERY ZIDELL,2014-12,0,35.360,497,"4,492"
9764996,367648550,MONTANA,2014-12,624,36.576,497,"5,432"
9748564,367657270,MICHELE FOSS,2015-05,644,39.620,714,"7,370"
9747819,367661930,MICHELLE SLOAN,2015-03,0,24.600,175,"5,150"
7035327,367693690,KELLY C,1967-00,0,24.800,128,"3,000"
7733319,367701930,OCEAN FALCON,1977-00,0,25.430,150,730
8793562,367719640,CATALINA PROVIDER,2016-03,482,45.720,603,
8793328,367724740,LA ESPADA,2016-01,0,25.300,172,"3,244"
7045982,367740750,ERNEST CAMPBELL,1969-07,0,35.060,370,"3,000"
9792773,367740790,JAKE SHEARER,2015-07,368,35.357,497,"5,432"
9838333,367764750,AMERICAN CONSTELLATION,2017-02,0,81.680,"4,057","4,800"
9824899,367765170,EARL W. REDD,2017-02,619,36.580,492,"6,866"
9835812,367770980,BILL GOBEL,2017-01,368,35.357,497,"4,074"
9836402,367770990,MIN ZIDELL,2017-05,427,35.360,497,"4,074"
9833979,367795270,CADEN FOSS,2017-07,490,34.442,497,"6,866"
9075228,367800100,ROGER REVELLE,1996-06,"1,100",83.260,"3,180","12,606"
7603617,367977000,OCEANUS,1975-00,0,53.950,833,"2,876"
8834407,367978000,GOLDEN BEAR,1989-03,"6,974",152.130,"12,517","25,004"
7517478,368000890,BETTY R. GAMBARELLA,1974-00,0,27.670,223,"2,400"
9840740,368013040,TODD E. PROPHET,2017-11,368,35.360,497,"4,074"
7105471,368074000,LIHUE,1971-07,"38,656",240.090,"30,877","32,000"
9273674,368305000,MANULANI,2005-05,"38,261",217.000,"32,575","39,265"
8841917,368346000,SADIE,1975-00,211,35.380,382,"2,600"
9085297,368836000,BOB HOPE,1998-00,"29,151",289.560,"69,365","65,164"
9257838,368856000,SPAR,2001-09,350,68.410,"1,930","6,200"
7511981,369081000,GULF CAJUN,1976-03,501,39.170,535,"4,202"
9707948,369125000,CHASSEUR,2016-09,107,48.766,499,"3,344"
9695171,369140000,SALLY RIDE,2016-07,"1,472",72.542,"2,641","5,600"
8835231,369228000,OCEAN TITAN,1989-03,742,68.280,"2,014","3,264"
9270127,369286000,HARVEY EXPLORER,2003-07,"2,808",73.200,"1,944","4,584"
9177428,369326000,GREEN RIDGE,1998-10,"21,523",199.940,"57,449","19,202"
9647526,369463000,JOHN GLENN,2014-03,"77,021",239.325,"58,265","33,284"
9158288,369527000,GREEN LAKE,1998-06,"22,799",199.930,"57,623","19,202"
9349069,369970147,BELL M. SHIMADA,2009-10,799,63.570,"2,218","6,172"
9664988,369970573,REUBEN LASKER,2013-11,718,63.600,"2,199","3,020"
9593127,369989000,CESAR CHAVEZ,2012-10,"19,288",210.000,"43,758","55,472"
9125413,370084000,BEXPETRO I,1996-01,"5,586",105.000,"5,124","4,200"
9542506,370088000,AM AFFABLE,2008-12,236,32.100,295,"3,244"
9347592,370097000,HYUNDAI INTEGRAL,2008-06,"63,157",294.100,"52,581","62,215"
9477816,370130000,FJ BLU,2009-02,"88,159",229.930,"48,026","16,642"
9355202,370157000,ARTEMIS LEADER,2008-09,"21,424",199.940,"62,571","21,128"
9345439,370188000,COSCO AFRICA,2008-07,"110,038",349.070,"114,394","93,323"
9837602,370289000,UNIVERSAL WINNER,2019-03,"299,981",336.000,"156,331","34,432"
9388352,370407000,ONE CONTINUITY,2008-08,"90,466",320.370,"88,089","89,870"
9458999,370458000,BROOKLYN BRIDGE,2010-05,"52,055",266.650,"44,459","55,309"
9363106,370475000,NINE FRONTIER,2008-09,"64,539",209.990,"49,720","12,889"
8614778,370477000,GULF GLOW III,1988-06,"8,837",114.920,"4,943","3,060"
9402706,370508000,APOLLON LEADER,2008-09,"18,758",199.990,"60,213","19,463"
9384007,370549000,GRAND ACE12,2008-09,"46,188",183.000,"30,027","13,542"
9334246,370552000,DREAM JASMINE,2008-10,"15,068",186.000,"41,662","15,554"
9302176,370587000,HENRY HUDSON BRIDGE,2008-10,"98,849",336.000,"98,747","93,323"
9420291,370633000,QUEEN KOBE,2009-10,"55,444",189.900,"30,764","11,150"
9464455,370661000,CRONUS LEADER,2008-11,"20,096",199.940,"61,804","21,128"
9701047,370677000,SE MARINA,2017-06,"33,173",179.930,"21,265","7,668"
9676864,370681000,ARIES LEADER,2014-05,"18,808",199.980,"69,931","18,695"
9691515,370737000,SUN EXCELSIOR,2014-06,"77,160",224.980,"40,944","13,270"
9392377,370738000,ARGENT SUNRISE,2008-11,"36,580",182.990,"22,028","11,788"
9403279,370777000,HYPERION LEADER,2010-03,"14,381",190.030,"41,886","15,412"
9658680,370879000,LORD STAR,2013-09,"82,938",229.000,"43,656","13,256"
9470777,370885000,IRIS SKY,2008-11,"28,725",169.540,"18,096","8,810"
9399002,370892000,MSC DANIELA,2008-12,"162,867",366.070,"151,559","98,218"
9401104,370894000,MSC SOLA,2008-11,"138,377",363.580,"131,771","93,323"
9715804,370904000,KONKAR THEODOROS,2015-04,"60,897",198.000,"34,345","11,380"
9398371,370930000,MSC IVANA,2008-12,"138,377",363.570,"131,771","93,323"
9679139,370953000,SAGAR KANYA,2013-11,"58,609",197.000,"33,192","11,733"
9326380,370956000,KUMANO MARU,2008-10,"106,507",254.620,"58,138","16,680"
9356701,370959000,NYK THESEUS,2008-11,"80,220",304.060,"76,789","85,396"
9464390,370960000,OKEANOS BLISS,2008-11,"76,636",224.940,"39,737","16,642"
9401116,370993000,MSC FRANCESCA,2008-12,"138,377",363.570,"131,771","93,323"
9673173,371046000,THORCO LEGACY,2014-01,"16,954",131.660,"13,110","7,043"
8520446,371058000,SALIX,1986-02,"3,020",92.180,"2,120",814
9610432,371060000,DIVINE ACE,2013-01,"18,134",199.950,"59,022","20,571"
9494929,371062000,MING YANG 898,2009-03,"8,034",105.830,"5,182","4,500"
9207443,371111000,SANTARLI,1999-10,"73,976",225.000,"38,530","12,100"
9574054,371140000,MORNING CHRISTINA,2010-09,"18,922",199.970,"59,454","18,028"
9186144,371144000,SEA MEADOW 22,1999-03,"4,593",82.850,"3,009","6,690"
9864980,371163000,SERENE OCEAN,2019-05,"36,200",179.800,"22,522","8,321"
9338890,371185000,PLUTO LEADER,2009-03,"14,342",190.030,"41,886","15,410"
9774288,371207000,MG KRONOS,2016-07,"84,790",228.950,"45,252","12,236"
9599200,371209000,GL IGUAZU,2014-01,"98,704",239.990,"51,905","14,711"
8794891,371219000,HANG YU 6,2001-06,"3,598",84.900,"2,031","1,020"
9848895,371249000,KMTC GWANGYANG,2019-06,"22,397",172.070,"17,933","16,261"
9553024,371263000,ATLANTIC CLOVER,2011-03,"33,671",179.990,"21,192","8,498"
9502958,371274000,MAERSK ENSENADA,2013-03,"140,973",366.440,"141,754","93,323"
9287211,371349000,HOKUETSU ACE II,2005-09,"54,334",210.000,"43,591","12,500"
9307140,371361000,PACIFIC DAWN,2005-09,"105,699",239.000,"56,172","16,315"
9644304,371377000,LEGATO II,2013-07,"78,245",224.980,"41,963","12,468"
9303170,371384000,GRAND DUKE,2005-10,"18,315",199.900,"59,217","19,415"
9643958,371410000,ULTRA VANSCOY,2013-01,"38,215",179.970,"23,264","10,686"
9606479,371437000,ETERNAL ACE,2011-07,"18,418",199.950,"59,022","20,571"
9110975,371443000,MSC JAPAN,1996-01,"42,938",242.810,"37,518","38,573"
9416977,371449000,NYK RIGEL,2009-04,"66,051",294.100,"55,487","69,870"
9672208,371487000,DAIWAN ACE,2014-04,"34,358",179.960,"21,514","8,511"
9307152,371499000,ATLANTIC DAWN,2005-10,"105,712",239.000,"56,172","16,315"
9048471,371544000,GALAXY F,1992-03,"8,924",150.000,"8,707","6,689"
9294355,371559000,TIANJIN HIGHWAY,2005-11,"15,461",179.990,"48,927","16,995"
9777814,371563000,ORCA ACE,2018-07,"15,495",199.950,"63,116","17,403"
9487407,371572000,PAN PRIDE,2011-05,"56,907",189.990,"33,001","12,889"
9467419,371582000,MSC LAURENCE,2011-05,"139,408",365.820,"140,096","98,218"
9311000,371604000,ROSE M,2005-11,"45,838",179.880,"28,059","12,599"
9330317,371623000,NAVIOS HELIOS,2005-11,"77,075",224.990,"40,689","13,501"
9316945,371628000,KEN TOKU,2005-11,"29,678",170.700,"17,979","8,362"
9664897,371633000,YM MODERATION,2014-03,"72,370",293.180,"71,821","72,059"
9323780,371641000,SETTLER,2005-12,"8,546",183.000,"44,382","15,799"
9303182,371648000,GRAND COSMO,2006-01,"18,288",199.900,"59,217","19,415"
9294367,371697000,GUANGZHOU HIGHWAY,2006-01,"15,301",179.990,"48,927","16,995"
9574080,371706000,MORNING CRYSTAL,2011-04,"18,918",199.970,"59,524","18,028"
9317353,371707000,SPARNA,2006-01,"54,881",189.990,"31,385","11,160"
9293519,371710000,MARVELOUS ACE,2006-01,"19,401",199.970,"59,422","20,530"
9302073,371799000,GEORGE WASHINGTON BRIDGE,2006-01,"71,309",284.600,"68,570","85,579"
9298557,371821000,VINCA,2006-03,"52,447",189.990,"30,053","10,605"
9343778,371823000,AZALEA GALAXY,2006-02,"19,998",147.830,"12,105","8,470"
9333852,371836000,MOL ENDOWMENT,2007-10,"62,949",294.120,"54,098","69,870"
8715871,371853000,MSC PILAR,1990-11,"60,350",294.120,"52,181","57,681"
9235957,371859000,BAO DA,2001-04,"28,107",169.000,"17,784","9,653"
9519121,371862000,TRITON ACE,2009-10,"22,723",199.940,"60,876","22,243"
9536961,371885000,DURBAN HIGHWAY,2011-07,"18,906",199.900,"58,997","16,995"
9561813,371926000,NEW GENERAL,2011-09,"35,009",175.600,"21,072","9,049"
9460605,371932000,PENTA,2011-09,"76,424",225.000,"40,043","12,670"
9302085,371961000,GREENWICH BRIDGE,2006-03,"71,270",284.710,"68,570","85,579"
9354569,371969000,OCEAN FRIEND,2006-07,"13,030",115.630,"8,657","5,710"
9343302,371979000,CORAL SAPPHIRE,2006-05,"76,627",225.000,"40,042","12,549"
9309473,372008000,MSC HEIDI,2006-10,"114,106",331.990,"94,489","93,160"
9580003,372014000,SPINNAKER SW,2012-11,"31,657",175.530,"19,836","9,300"
9182045,372025000,NARCISSUS,1998-10,"45,874",179.880,"28,077","12,601"
9565558,372031000,CAPE TOWN HIGHWAY,2011-01,"21,676",199.900,"58,535","17,947"
9302140,372038000,ONE HUMBER,2006-10,"98,849",336.000,"98,747","91,460"
9356713,372052000,NYK TRITON,2008-12,"80,246",304.060,"76,499","85,396"
9308883,372056000,CEPHEUS LEADER,2006-10,"21,402",199.940,"62,571","21,128"
9459242,372076000,PRIME EXPRESS,2010-11,"45,996",181.530,"28,725","12,889"
9431927,372083000,HEATHER I,2007-09,319,31.100,298,"3,244"
9829588,372089000,GRAND MASTER II,2017-12,0,58.000,496,"1,624"
9405904,372101000,KLARA,2010-02,"49,999",183.310,"29,433","12,889"
9302138,372104000,ONE HANNOVER,2006-11,"99,214",336.000,"98,747","91,460"
9658915,372117000,SUNNY ETERNITY,2014-06,"77,211",225.000,"40,978","11,049"
9308895,372140000,DORADO LEADER,2006-11,"21,550",199.940,"62,571","21,128"
9362267,372148000,LONDON HIGHWAY,2006-11,"17,765",199.940,"55,600","22,243"
9162411,372176000,JADE I,1998-07,"25,012",159.920,"15,660","8,371"
9871567,372241000,BARI GOLD,2019-09,"14,207",127.700,"9,976","5,180"
9683398,372269000,SILVER ROTTERDAM,2015-01,"49,746",183.060,"29,460","10,469"
9303223,372283000,GRAND DIAMOND,2007-01,"18,058",199.900,"59,217","19,415"
9428774,372296000,JOY X,2007-06,"8,280",116.230,"6,569","3,399"
9337688,372319000,NYK DIANA,2008-01,"65,976",294.120,"55,487","69,870"
9381213,372336000,CORAL DIAMOND,2007-01,"76,596",224.940,"39,738","14,031"
9323510,372340000,HYUNDAI BANGKOK,2007-01,"80,108",303.830,"74,651","93,160"
9323508,372341000,HYUNDAI COLOMBO,2007-01,"80,108",303.830,"74,651","93,160"
9384863,372345000,MARIA THEO 1,2007-01,"28,416",169.260,"16,960","7,954"
9325439,372346000,SIERRA NEVADA HIGHWAY,2007-01,"12,851",183.000,"44,364","15,799"
9701152,372348000,PRT KAHO,2014-10,"77,113",224.980,"40,937","11,325"
9302152,372367000,HARBOUR BRIDGE,2007-01,"98,849",336.000,"98,747","93,323"
9496173,372371000,C. S. STAR,2011-09,"33,171",177.000,"21,487","8,905"
9467421,372400000,MSC MARIA SAVERIA,2011-10,"139,294",365.850,"140,096","98,218"
9573921,372401000,STAR AQUA,2011-02,"28,225",169.370,"17,019","7,954"
9694995,372425000,KMARIN MUGUNGHWA,2014-06,"37,423",179.970,"23,247","8,851"
9261762,372445000,CHEMROAD NOVA,2002-11,"34,552",174.400,"20,055","10,850"
5038911,372448000,BEAUPORT,1960-06,107,51.060,683,"1,280"
9237151,372491000,MSC DONATA,2002-09,"52,806",257.870,"40,108","49,555"
9325233,372516000,GRAND SAPPHIRE,2007-03,"18,099",199.900,"59,217","19,415"
9325776,372548000,WESTERN HIGHWAY,2007-03,"12,980",188.030,"39,422","14,956"
9198317,372557000,PACIFIC CHALLENGER,2001-07,"281,501",330.000,"149,274","30,836"
9323522,372561000,HYUNDAI JAKARTA,2007-04,"80,108",303.830,"74,651","93,160"
9844241,372609000,AQUAMARINE STAR,2019-07,"37,340",179.900,"23,740","8,606"
9087312,372633000,SARTOR,1994-07,"4,568",82.450,"3,056","9,598"
9304150,372655000,SPRING PRIDE,2007-06,"106,552",255.220,"58,107","16,680"
9302164,372665000,HUMEN BRIDGE,2007-04,"98,849",336.000,"98,747","91,460"
9669976,372688000,NEW INSPIRATION,2013-05,"36,334",176.500,"21,796","9,925"
9317365,372712000,PHOENIX K,2007-05,"54,881",189.990,"31,385","11,160"
9395159,372724000,ONE HAMBURG,2009-08,"98,849",336.000,"98,747","90,087"
9367190,372740000,OOCL OAKLAND,2007-05,"66,940",280.540,"66,462","77,769"
9381249,372747000,CYGNUS LEADER,2007-05,"20,180",199.940,"61,775","22,243"
9333826,372827000,MOL EXPLORER,2007-06,"62,958",294.120,"54,098","69,870"
9300453,372829000,EVER SUMMIT,2007-06,"78,612",299.990,"75,246","74,699"
9573969,372892000,ROYAL INNOVATION,2011-03,"28,374",169.370,"17,027","7,954"
9502831,372901000,PRETTY KEEL,2012-01,"35,248",179.900,"22,402","8,810"
9298258,372941000,DOLCE,2007-07,"76,525",224.940,"39,735","14,031"
9333838,372955000,MOL EXPERIENCE,2007-07,"62,953",294.120,"54,098","69,870"
9370006,372989000,STOVE PHOENIX,2007-08,"55,840",189.900,"30,818","11,149"
9467433,373004000,MSC FLAVIA,2012-02,"139,466",365.750,"140,096","98,218"
9484467,373005000,MSC VANDYA,2012-03,"154,185",365.800,"143,521","98,218"
9604940,373035000,RIGEL LEADER,2012-03,"18,884",199.970,"59,694","18,028"
9465291,373068000,MSC REGULUS,2012-05,"148,542",366.370,"141,635","98,218"
9484481,373069000,MSC AURORA,2012-03,"154,494",365.800,"143,521","98,218"
9592604,373082000,DONGHAE STAR,2012-05,"82,861",228.900,"45,026","13,132"
9433640,373096000,KEY JOURNEY,2012-02,"80,591",224.900,"42,711","13,188"
8618293,373120000,MSC VERONIQUE,1989-04,"60,900",294.110,"52,191","57,681"
7522083,373162000,DEMO III,1976-09,823,44.610,823,"7,420"
9705457,373170000,WEST DRACO,2020-12,"59,179",227.819,"60,717","57,102"
9631462,373180000,TOP WEATHER,2012-06,"58,689",197.000,"33,125","11,733"
9604926,373228000,EUPHRATES HIGHWAY,2012-04,"18,668",199.970,"59,447","18,028"
9484429,373233000,MSC CLORINDA,2012-01,"165,959",365.810,"153,115","98,218"
9650743,373310000,METIS LEADER,2013-07,"19,013",199.970,"59,550","18,028"
9484443,373355000,MSC ARIANE,2012-01,"154,503",365.810,"143,521","98,218"
9467445,373404000,MSC KATRINA,2012-05,"139,439",365.740,"140,096","98,218"
9415727,373457000,MOL MAESTRO,2010-07,"79,423",302.000,"78,316","66,119"
9615743,373470000,CLIFTON BAY,2012-07,"58,628",197.000,"33,126","11,733"
9566382,373485000,HOUSTON BRIDGE,2012-06,"96,980",334.550,"96,801","69,992"
9518103,373500000,SANTA GRACIELA,2013-03,"82,149",228.990,"43,025","13,202"
8230417,373507000,VOLGO-BALT 217,1979-06,"3,455",113.850,"2,516","1,400"
9599755,373529000,QUEEN SAPPHIRE,2011-12,"61,388",199.990,"34,795","11,489"
8516756,373580000,VEGA 1,1985-12,"3,340",89.310,"1,949","1,360"
9514339,373725000,ORCHID HALO,2012-01,"56,174",189.990,"31,753","12,889"
9470301,373816000,BRIGHT OCEAN,2012-02,"37,207",177.850,"22,863","10,140"
9633288,373900000,GLOBAL ECHO,2012-09,"28,207",169.370,"17,019","7,954"
9516258,373953000,KOURION,2012-10,"49,996",183.090,"29,930","12,889"
9760653,374077000,CEBU ISLAND,2015-10,"38,431",179.940,"23,887","8,498"
9070462,374100000,K. ASIAN BEAUTY,1994-07,"13,308",184.700,"45,121","14,302"
9720457,374128000,MSC SILVIA,2015-10,"110,697",299.880,"94,469","74,642"
9725469,374171000,NORD MISSOURI,2015-11,"60,463",199.990,"34,558","10,605"
9705005,374196000,MSC CATERINA,2015-09,"109,581",299.950,"96,272","64,486"
9736406,374241000,SEAL ISLAND,2015-09,"35,947",176.500,"21,801","8,076"
9539327,374288000,C. S. BRIGHT,2016-01,"63,291",209.990,"49,718","12,889"
9704996,374335000,MSC JULIE,2015-07,"109,587",299.960,"95,403","64,486"
9779927,374353000,COSMIC ACE,2016-01,"13,604",119.900,"9,929","4,854"
9702106,374361000,MSC BRUNELLA,2015-10,"109,832",299.990,"95,497","64,486"
9758143,374512000,AMSTEL STORK,2016-02,"60,437",199.980,"34,233","9,925"
9718973,374517000,HYUNDAI LEADER,2016-04,"82,055",229.000,"43,956","13,325"
9698197,374700000,BELISLAND,2016-03,"61,252",199.980,"34,773","11,230"
9755804,374792000,MEDI MATSUURA,2015-08,"81,788",228.990,"43,028","13,134"
9767481,374883000,ULTRA INNOVATION,2016-04,"61,188",199.980,"34,804","11,230"
6711883,376404000,NAUTILUS,1967-07,419,64.240,"1,249","1,747"
9166895,412163000,YU HENG XIAN FENG,1998-01,"13,418",180.000,"53,240","16,201"
9259721,413013000,DA MING HU,2003-11,"159,149",274.700,"84,855","22,923"
9234343,413053000,XIN TIAN JIN,2003-06,"69,403",279.900,"66,433","74,518"
9259745,413089000,DA LI HU,2004-12,"159,549",274.700,"84,855","22,923"
9309942,413141000,XIN SHAN TOU,2005-09,"52,157",263.230,"41,482","49,598"
9309954,413144000,XIN HAI KOU,2005-09,"52,212",263.230,"41,482","49,598"
9337913,413159000,XIN OU ZHOU,2007-11,"102,460",335.000,"90,757","93,160"
9334935,413161000,XIN YA ZHOU,2007-08,"102,395",335.000,"90,757","93,160"
9337925,413165000,XIN MEI ZHOU,2008-04,"102,453",335.000,"90,757","93,160"
9320477,413167000,XIN YANG PU,2008-07,"52,200",263.230,"41,482","49,707"
9337937,413171000,XIN FEI ZHOU,2008-12,"102,379",335.060,"90,757","93,160"
9337949,413173000,XIN DA YANG ZHOU,2009-04,"102,418",335.060,"90,757","93,160"
9466520,413330000,JIU HUA HAI,2008-01,"53,393",190.000,"32,460","12,900"
9102162,413733000,DA TANG 18,1994-12,"69,043",224.980,"35,886","15,499"
9462720,416465000,YM UPSURGENCE,2012-12,"103,235",333.200,"90,532","93,358"
9462718,416466000,YM UNANIMITY,2012-10,"103,235",333.200,"90,532","93,358"
9462706,416467000,YM UBIQUITY,2012-08,"103,235",333.200,"90,532","93,358"
9595486,416475000,EVER LIBRA,2012-10,"104,472",334.800,"98,882","76,233"
9595527,416481000,EVER LIVEN,2013-04,"104,409",334.800,"98,882","76,233"
9604081,416482000,EVER LOGIC,2013-04,"104,366",334.980,"98,882","76,233"
9496599,416491000,YM ESSENCE,2014-07,"57,320",259.000,"47,952","47,776"
9629093,416497000,EVER LUNAR,2015-01,"104,372",334.800,"99,946","76,233"
9629055,416509000,EVER LUCID,2014-01,"104,555",334.800,"99,998","76,233"
9311141,419099500,PRABHU SAKHAWAT,2005-09,"75,944",225.000,"40,033","12,250"
9602734,431127000,NOBLE SALUTE,2012-03,"95,726",235.000,"50,625","17,607"
9344045,431178000,WORLD SWAN II,2006-11,"49,603",199.900,"39,894","11,665"
9284752,431190000,LYRA LEADER,2005-06,"21,453",199.940,"62,623","21,128"
9293571,431205000,EMINENT ACE,2005-05,"18,947",199.950,"58,595","20,571"
9209518,431221000,MERIDIAN ACE,2000-06,"20,144",199.940,"56,175","19,202"
9321263,431296000,MOL COURAGE,2008-03,"90,634",316.000,"87,013","85,546"
9158276,431305000,AQUARIUS LEADER,1998-03,"22,815",199.930,"58,329","19,202"
9252204,431312000,COURAGEOUS ACE,2003-03,"19,879",198.000,"56,563","19,252"
9339662,431315000,ONE COMPETENCE,2008-06,"90,373",316.000,"87,035","85,546"
9629902,431332000,ONE COMMITMENT,2013-06,"89,880",316.000,"87,022","66,104"
9252228,431349000,SPLENDID ACE,2003-09,"19,893",198.000,"56,556","19,252"
9629914,431496000,ONE CONTRIBUTION,2014-03,"89,893",316.000,"87,023","66,104"
9272888,432433000,INDIANA HIGHWAY,2003-10,"17,442",199.940,"55,457","18,953"
9272890,432440000,TEXAS HIGHWAY,2003-12,"17,481",199.940,"55,458","18,953"
9339832,432633000,MICHIGAN HIGHWAY,2008-02,"17,673",199.940,"56,951","17,185"
9355214,432664000,RHEA LEADER,2008-07,"21,428",199.940,"63,004","22,243"
9464388,432666000,AEGEAN HIGHWAY,2008-09,"18,867",199.970,"58,989","22,243"
9355226,432669000,HESTIA LEADER,2008-09,"21,419",199.940,"63,007","21,128"
9409340,432716000,BISHU HIGHWAY,2009-07,"17,649",199.940,"56,978","16,227"
9426350,432722000,DIONYSOS LEADER,2009-08,"21,438",199.940,"62,993","21,134"
9426362,432729000,DAEDALUS LEADER,2009-10,"21,423",199.940,"62,993","21,134"
9570395,432772000,MAIZURU BISHAMON,2010-07,"88,165",229.930,"48,029","16,642"
9539169,432810000,ANTARES LEADER,2011-06,"18,646",199.990,"60,284","19,463"
9539171,432817000,ALTAIR LEADER,2011-08,"18,688",199.990,"60,394","19,463"
9574107,432824000,DOVER HIGHWAY,2011-09,"18,720",199.970,"59,030","18,028"
9443073,432930000,ATHENS HIGHWAY,2008-06,"18,809",199.970,"58,994","22,243"
9633159,432938000,MAIZURU KICHIJO,2012-12,"91,435",234.980,"50,614","17,607"
9254848,440202000,HYUNDAI CONFIDENCE,2003-04,"68,047",274.665,"64,845","74,498"
9122942,440269000,GLOVIS COMET,1996-10,"21,421",199.980,"55,680","19,461"
